ESCOLARIDAD,TIPO_VIVIENDA,Edad,RangoEdad,CLIENTE_CDE,SEGMENTO_CLIENTE,COMPROBANTE_INGRESOS,APROBACION_TC,Producto
LICENCIATURA,RENTA,41,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,46,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,32,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,33,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,28,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,45,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,50,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,53,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,27,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,33,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,51,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,55,adulto mayor,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,56,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,49,adulto maduro,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,34,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,39,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,36,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,33,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,52,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,28,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,58,adulto mayor,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,31,adulto joven,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,46,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,56,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,39,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,53,adulto mayor,CLIENTE_BANCO,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,38,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,58,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,58,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,55,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,55,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,45,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,39,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,58,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,56,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,25,joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,34,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,32,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,34,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,26,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,28,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,39,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,33,adulto joven,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,43,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,47,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,48,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,26,adulto joven,NO_CLIENTE,MEDIO_B,DECLARACION ANUAL,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,33,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,29,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,38,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,41,adulto maduro,NO_CLIENTE,BAJO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,49,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,38,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,34,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,54,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,31,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,26,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,52,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,59,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,55,adulto mayor,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,27,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,39,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,29,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,42,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,49,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,28,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,37,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,26,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,41,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,47,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,42,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,39,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,25,joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,50,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,53,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,60,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,29,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,59,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,60,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,49,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,25,joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,39,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,40,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,42,adulto maduro,NO_CLIENTE,MEDIO_A,DECLARACION ANUAL,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,51,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,53,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,56,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,36,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,54,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,56,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,56,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,29,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,57,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,41,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,43,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,47,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,42,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,45,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,28,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,26,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,47,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,32,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,59,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,37,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,49,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,55,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,59,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,60,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,29,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,40,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,36,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,45,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,41,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,48,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,43,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,30,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,37,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,48,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,43,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,50,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,50,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,37,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,50,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,32,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,41,adulto maduro,NO_CLIENTE,ALTO_B,DECLARACION ANUAL,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,53,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,34,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,30,adulto joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,32,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,25,joven,NO_CLIENTE,MEDIO_A,DECLARACION ANUAL,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,27,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,30,adulto joven,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,52,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,46,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,53,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,51,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,55,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,39,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,53,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,36,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,60,adulto mayor,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,38,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,38,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,59,adulto mayor,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,27,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,51,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,29,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,39,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,38,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,25,joven,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,34,adulto joven,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,49,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,33,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,45,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,36,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,49,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,42,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,45,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,29,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,43,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,56,adulto mayor,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,59,adulto mayor,NO_CLIENTE,ALTO_B,DECLARACION ANUAL,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,41,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,49,adulto maduro,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,RENTA,60,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,47,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,48,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,53,adulto mayor,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,54,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,57,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,32,adulto joven,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,32,adulto joven,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,33,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,38,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,29,adulto joven,NO_CLIENTE,MEDIO_A,DECLARACION ANUAL,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,45,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,50,adulto maduro,NO_CLIENTE,ALTO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,41,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,58,adulto mayor,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,HIPOTECA,25,joven,NO_CLIENTE,ALTO_B,DECLARACION ANUAL,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,42,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,31,adulto joven,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,54,adulto mayor,NO_CLIENTE,MEDIO_B,SIN COMPROBANTE,RECHAZADO,PENDIENTE
LICENCIATURA,RENTA,41,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,41,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,29,adulto joven,NO_CLIENTE,ALTO_A,INVERSIONES,RECHAZADO,PENDIENTE
POSGRADO,PROPIA,42,adulto maduro,NO_CLIENTE,ALTO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,49,adulto maduro,NO_CLIENTE,MEDIO_A,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,56,adulto mayor,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,FAMILIARES,35,adulto joven,NO_CLIENTE,ALTO_B,INVERSIONES,RECHAZADO,PENDIENTE
SECUNDARIA,FAMILIARES,28,adulto joven,NO_CLIENTE,BAJO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,HIPOTECA,50,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,HIPOTECA,26,adulto joven,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,52,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,40,adulto maduro,NO_CLIENTE,MEDIO_B,INVERSIONES,RECHAZADO,PENDIENTE
PREPARATORIA,FAMILIARES,28,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,FAMILIARES,26,adulto joven,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
LICENCIATURA,PROPIA,36,adulto maduro,NO_CLIENTE,MEDIO_A,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
PREPARATORIA,RENTA,51,adulto mayor,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
POSGRADO,RENTA,46,adulto maduro,NO_CLIENTE,MEDIO_B,RECIBOS DE NOMINA,RECHAZADO,PENDIENTE
